Id,Title,IsUpgraded,Tier,TierSource,TrainingLabel,Axes,Tags,UpgradeCost,UpgradeDesc,Cost,Type,Rarity,Pool,Character,Score,Description,Keywords,SynergyAxesSource,Notes,TierModel,TierModelDelta,TierModelScore
CARD.MINION_STRIKE,하수인 타격+,True,A,ml-published,A,EXHAUST_TAG;DRAW,드로우;소모,,,0,Attack,Token,CARD_POOL.TOKEN_CARD_POOL,CARD_POOL.TOKEN_CARD_POOL,64,"피해를 9 줍니다.
카드를 1장 뽑습니다.
[gold]소멸[/gold].",Exhaust|Strike|Minion,EXHAUST,,A,0,3.00
CARD.MINION_STRIKE,하수인 타격,False,A,ml-published,A,EXHAUST_TAG;DRAW,드로우;소모,,"피해를 9 줍니다.
카드를 1장 뽑습니다.
[gold]소멸[/gold].",0,Attack,Token,CARD_POOL.TOKEN_CARD_POOL,CARD_POOL.TOKEN_CARD_POOL,61,"피해를 6 줍니다.
카드를 1장 뽑습니다.
[gold]소멸[/gold].",Exhaust|Strike|Minion,EXHAUST,,A,0,2.87
CARD.MIRAGE,신기루+,True,D,ml-published,S,POISON;EXHAUST_TAG;BLOCK;AOE_OTHER;POISON_PRODUCER,방어;독;소모;광역,,,0,Skill,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,85,"모든 적에게 부여된
[gold]중독[/gold]과 동일한 만큼의
[gold]방어도[/gold]를 얻습니다.
[gold]소멸[/gold].",Exhaust,POISON|EXHAUST|BLOCK|AOE,,D,-4,0.40
CARD.MIRAGE,신기루,False,D,ml-published,S,POISON;EXHAUST_TAG;BLOCK;AOE_OTHER;POISON_PRODUCER,방어;독;소모;광역;강화 가치+,0,,1,Skill,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,85,"모든 적에게 부여된
[gold]중독[/gold]과 동일한 만큼의
[gold]방어도[/gold]를 얻습니다.
[gold]소멸[/gold].",Exhaust,POISON|EXHAUST|BLOCK|AOE,,D,-4,0.39
CARD.MISERY,비참함+,True,C,ml-published,A,AOE_OTHER;RETAIN_SELF,광역,,,0,Attack,Rare,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,61,"[gold]보존[/gold].
피해를 9 줍니다.
대상 적에게 부여된 모든
해로운 효과를 다른
모든 적에게 부여합니다.",Retain,AOE,,C,-2,1.16
CARD.MISERY,비참함,False,C,ml-published,B,AOE_OTHER,광역;강화 가치,,"[gold]보존[/gold].
피해를 9 줍니다.
대상 적에게 부여된 모든
해로운 효과를 다른
모든 적에게 부여합니다.",0,Attack,Rare,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,58,"피해를 7 줍니다.
대상 적에게 부여된 모든
해로운 효과를 다른
모든 적에게 부여합니다.",,AOE,,C,-2,1.35
CARD.MODDED,모드 적용+,True,S,ml-published,S,SCALING;ORB_PRODUCER;DRAW,드로우,,,0,Skill,Rare,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,79,"구체 슬롯을 1개 얻습니다.
카드를 2장 뽑습니다.
이 카드의 비용이
1 증가합니다.",,SCALING|ORB,,S,0,3.92
CARD.MODDED,모드 적용,False,S,ml-published,S,SCALING;ORB_PRODUCER;DRAW,드로우,,"구체 슬롯을 1개 얻습니다.
카드를 2장 뽑습니다.
이 카드의 비용이
1 증가합니다.",0,Skill,Rare,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,76,"구체 슬롯을 1개 얻습니다.
카드를 1장 뽑습니다.
이 카드의 비용이
1 증가합니다.",,SCALING|ORB,,S,0,3.80
CARD.MOLTEN_FIST,녹아내리는 주먹+,True,C,ml-published,S,EXHAUST_TAG;SCALING;DEBUFF;VULN,소모;취약,,,1,Attack,Common,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,75,"피해를 14 줍니다.
적이 보유한 [gold]취약[/gold]이
2배로 증가합니다.
[gold]소멸[/gold].",Exhaust,EXHAUST|SCALING,,C,-3,1.37
CARD.MOLTEN_FIST,녹아내리는 주먹,False,C,ml-published,S,EXHAUST_TAG;SCALING;DEBUFF;VULN,소모;취약,,"피해를 14 줍니다.
적이 보유한 [gold]취약[/gold]이
2배로 증가합니다.
[gold]소멸[/gold].",1,Attack,Common,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,72,"피해를 10 줍니다.
적이 보유한 [gold]취약[/gold]이
2배로 증가합니다.
[gold]소멸[/gold].",Exhaust,EXHAUST|SCALING,,C,-3,1.14
CARD.MOMENTUM_STRIKE,추진 타격+,True,C,ml-published,A,ENERGY,,,,1,Attack,Common,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,61,"피해를 13 줍니다.
이 카드의 비용이
0 [img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img]으로 감소합니다.",Strike,ENERGY,,C,-2,1.09
CARD.MOMENTUM_STRIKE,추진 타격,False,C,ml-published,B,ENERGY,,,"피해를 13 줍니다.
이 카드의 비용이
0 [img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img]으로 감소합니다.",1,Attack,Common,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,58,"피해를 10 줍니다.
이 카드의 비용이
0 [img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img]으로 감소합니다.",Strike,ENERGY,,C,-2,1.10
CARD.MONARCHS_GAZE,군주의 시선+,True,D,ml-published,B,DURATION,,,,2,Power,Rare,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,52,"적을 공격할 때마다,
대상 적이 이번 턴 동안
[gold]힘[/gold]을 1 잃습니다.",,,,D,-2,0.05
CARD.MONARCHS_GAZE,군주의 시선,False,D,ml-published,B,DURATION,강화 가치,2,,3,Power,Rare,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,49,"적을 공격할 때마다,
대상 적이 이번 턴 동안
[gold]힘[/gold]을 1 잃습니다.",,,,D,-2,0.19
CARD.MONOLOGUE,독백+,True,D,ml-published,B,POISON;RETAIN_SELF;DURATION,,,,0,Skill,Uncommon,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,56,"[gold]보존[/gold].
이번 턴에 카드를 사용할
때마다, 이번 턴 동안
[gold]힘[/gold]을 1 얻습니다.",Retain,POISON,,D,-2,0.22
CARD.MONOLOGUE,독백,False,D,ml-published,B,POISON;DURATION,강화 가치,,"[gold]보존[/gold].
이번 턴에 카드를 사용할
때마다, 이번 턴 동안
[gold]힘[/gold]을 1 얻습니다.",0,Skill,Uncommon,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,53,"이번 턴에 카드를 사용할
때마다, 이번 턴 동안
[gold]힘[/gold]을 1 얻습니다.",,POISON,,D,-2,0.08
CARD.MULTI_CAST,다중 시전+,True,B,ml-published,S,ORB_PRODUCER,,,,0,Skill,Rare,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,74,"가장 오른쪽의 구체를
[green]X+1[/green]번 [gold]발현[/gold]합니다.",,ORB,,B,-2,2.38
CARD.MULTI_CAST,다중 시전,False,B,ml-published,A,ORB_PRODUCER,,,,0,Skill,Rare,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,71,"가장 오른쪽의 구체를
[green]X+1[/green]번 [gold]발현[/gold]합니다.",,ORB,,B,-2,2.38
CARD.MURDER,살해+,True,D,ml-published,A,SCALING,,,,2,Attack,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,63,"피해를 1 줍니다.
이번 전투 동안
뽑은 카드 1장당
피해량이 1 증가합니다.",,SCALING,,D,-3,0.16
CARD.MURDER,살해,False,D,ml-published,A,SCALING,강화 가치,2,,3,Attack,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,60,"피해를 1 줍니다.
이번 전투 동안
뽑은 카드 1장당
피해량이 1 증가합니다.",,SCALING,,D,-3,0.21
CARD.NECRO_MASTERY,강령의 극의+,True,C,ml-published,S,AOE_OTHER;SKELETON_PRODUCER,광역,,,2,Power,Rare,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,74,"[gold]소환[/gold] 8.
[gold]골골이[/gold]가
체력을 잃을 때마다,
모든 적이 동일한 만큼의
체력을 잃습니다.",,AOE,,C,-3,1.14
CARD.NECRO_MASTERY,강령의 극의,False,C,ml-published,A,AOE_OTHER;SKELETON_PRODUCER,광역,,"[gold]소환[/gold] 8.
[gold]골골이[/gold]가
체력을 잃을 때마다,
모든 적이 동일한 만큼의
체력을 잃습니다.",2,Power,Rare,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,71,"[gold]소환[/gold] 5.
[gold]골골이[/gold]가
체력을 잃을 때마다,
모든 적이 동일한 만큼의
체력을 잃습니다.",,AOE,,C,-3,1.05
CARD.NEGATIVE_PULSE,비관적인 맥박+,True,A,ml-published,S,BLOCK;DOOM_PRODUCER;AOE_OTHER;AOE_DOOM,방어,,,1,Skill,Common,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,76,"[gold]방어도[/gold]를 6 얻습니다.
모든 적에게
[gold]종말[/gold]을 11 부여합니다.",,BLOCK|DOOM|AOE,,A,-1,2.97
CARD.NEGATIVE_PULSE,비관적인 맥박,False,A,ml-published,S,BLOCK;DOOM_PRODUCER;AOE_OTHER;AOE_DOOM,방어,,"[gold]방어도[/gold]를 6 얻습니다.
모든 적에게
[gold]종말[/gold]을 11 부여합니다.",1,Skill,Common,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,73,"[gold]방어도[/gold]를 5 얻습니다.
모든 적에게
[gold]종말[/gold]을 7 부여합니다.",,BLOCK|DOOM|AOE,,A,-1,2.91
CARD.NEOWS_FURY,니오우의 격분+,True,A,ml-published,A,EXHAUST_TAG;RANDOM,소모;주의,,,1,Attack,Ancient,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,66,"피해를 14 줍니다.
[gold]버린 카드 더미[/gold]에서
무작위 카드를 3장
[gold]손[/gold]으로 가져옵니다.
[gold]소멸[/gold].",Exhaust,EXHAUST,,A,0,2.72
CARD.NEOWS_FURY,니오우의 격분,False,A,ml-published,A,EXHAUST_TAG;RANDOM,소모;주의,,"피해를 14 줍니다.
[gold]버린 카드 더미[/gold]에서
무작위 카드를 3장
[gold]손[/gold]으로 가져옵니다.
[gold]소멸[/gold].",1,Attack,Ancient,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,63,"피해를 10 줍니다.
[gold]버린 카드 더미[/gold]에서
무작위 카드를 2장
[gold]손[/gold]으로 가져옵니다.
[gold]소멸[/gold].",Exhaust,EXHAUST,,A,0,2.78
CARD.NEUROSURGE,정신 폭주+,True,S,ml-published,S,ENERGY;DOOM_PRODUCER;DRAW,드로우;에너지,,,0,Power,Rare,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,85,"4[img]res://images/packed/sprite_fonts/necrobinder_energy_icon.png[/img]를 얻습니다.
카드를 2장 뽑습니다.
내 턴 시작 시, 자신에게
[gold]종말[/gold]을 3 부여합니다.",,ENERGY|DOOM,,S,0,3.94
CARD.NEUROSURGE,정신 폭주,False,S,ml-published,S,ENERGY;DOOM_PRODUCER;DRAW,드로우;에너지,,"4[img]res://images/packed/sprite_fonts/necrobinder_energy_icon.png[/img]를 얻습니다.
카드를 2장 뽑습니다.
내 턴 시작 시, 자신에게
[gold]종말[/gold]을 3 부여합니다.",0,Power,Rare,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,84,"[img]res://images/packed/sprite_fonts/necrobinder_energy_icon.png[/img][img]res://images/packed/sprite_fonts/necrobinder_energy_icon.png[/img][img]res://images/packed/sprite_fonts/necrobinder_energy_icon.png[/img]를 얻습니다.
카드를 2장 뽑습니다.
내 턴 시작 시, 자신에게
[gold]종말[/gold]을 3 부여합니다.",,ENERGY|DOOM,,S,0,3.96
CARD.NEUTRALIZE,무력화+,True,C,ml-published,C,DEBUFF;WEAK,약화,,,0,Attack,Basic,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,43,"피해를 4 줍니다.
[gold]약화[/gold]를 2 부여합니다.",,,,C,0,1.52
CARD.NEUTRALIZE,무력화,False,C,ml-published,C,DEBUFF;WEAK,약화,,"피해를 4 줍니다.
[gold]약화[/gold]를 2 부여합니다.",0,Attack,Basic,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,40,"피해를 3 줍니다.
[gold]약화[/gold]를 1 부여합니다.",,,,C,0,1.62
CARD.NEUTRON_AEGIS,중성자 방패+,True,D,ml-published,B,,,,,1,Power,Rare,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,55,[gold]판금[/gold]을 11 얻습니다.,,,,D,-2,1.02
CARD.NEUTRON_AEGIS,중성자 방패,False,D,ml-published,B,,,,[gold]판금[/gold]을 11 얻습니다.,1,Power,Rare,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,52,[gold]판금[/gold]을 8 얻습니다.,,,,D,-2,1.03
CARD.NIGHTMARE,악몽+,True,B,ml-published,A,EXHAUST_TAG,소모,,,2,Skill,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,65,"카드를 1장 선택합니다.
다음 턴에, 그 카드의
복사본을 3장 [gold]손[/gold]으로
가져옵니다.
[gold]소멸[/gold].",Exhaust,EXHAUST,,B,-1,2.08
CARD.NIGHTMARE,악몽,False,B,ml-published,A,EXHAUST_TAG,소모;강화 가치,2,,3,Skill,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,62,"카드를 1장 선택합니다.
다음 턴에, 그 카드의
복사본을 3장 [gold]손[/gold]으로
가져옵니다.
[gold]소멸[/gold].",Exhaust,EXHAUST,,B,-1,2.12
CARD.NOSTALGIA,향수+,True,D,ml-published,A,DURATION,,,,0,Power,Rare,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,61,"매 턴마다 처음 사용하는
공격이나 스킬 카드를
[gold]뽑을 카드 더미[/gold]
맨 위에 놓습니다.",,,,D,-3,0.35
CARD.NOSTALGIA,향수,False,D,ml-published,B,DURATION,강화 가치++,0,,1,Power,Rare,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,58,"매 턴마다 처음 사용하는
공격이나 스킬 카드를
[gold]뽑을 카드 더미[/gold]
맨 위에 놓습니다.",,,,D,-3,0.28
CARD.NOT_YET,불굴+,True,S,ml-published,A,EXHAUST_TAG;HEAL,소모;생존,,,2,Skill,Rare,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,71,"체력을 13 회복합니다.
[gold]소멸[/gold].",Exhaust,EXHAUST,,S,+1,3.81
CARD.NOT_YET,불굴,False,S,ml-published,A,EXHAUST_TAG;HEAL,소모;생존,,"체력을 13 회복합니다.
[gold]소멸[/gold].",2,Skill,Rare,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,68,"체력을 10 회복합니다.
[gold]소멸[/gold].",Exhaust,EXHAUST,,S,+1,3.72
CARD.NOXIOUS_FUMES,유독 가스+,True,S,ml-published,S,POISON;AOE_OTHER;AOE_POISON;POISON_PRODUCER,독;광역,,,1,Power,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,82,"내 턴 시작 시, 모든 적에게 [gold]중독[/gold]을 3 부여합니다.",,POISON|AOE,,S,0,3.61
CARD.NOXIOUS_FUMES,유독 가스,False,S,ml-published,S,POISON;AOE_OTHER;AOE_POISON;POISON_PRODUCER,독;광역,,"내 턴 시작 시, 모든 적에게 [gold]중독[/gold]을 3 부여합니다.",1,Power,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,79,"내 턴 시작 시, 모든 적에게 [gold]중독[/gold]을 2 부여합니다.",,POISON|AOE,,S,0,3.58
CARD.NO_ESCAPE,도망칠 수 없다+,True,A,ml-published,A,DOOM_PRODUCER,,,,1,Skill,Uncommon,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,69,"[gold]종말[/gold]을 15 부여하고,
이 적에게 이미
부여되어 있던 [gold]종말[/gold] 10당,
[gold]종말[/gold]을 추가로
5 부여합니다.",,DOOM,,A,0,2.82
CARD.NO_ESCAPE,도망칠 수 없다,False,A,ml-published,A,DOOM_PRODUCER,,,"[gold]종말[/gold]을 15 부여하고,
이 적에게 이미
부여되어 있던 [gold]종말[/gold] 10당,
[gold]종말[/gold]을 추가로
5 부여합니다.",1,Skill,Uncommon,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,66,"[gold]종말[/gold]을 10 부여하고,
이 적에게 이미
부여되어 있던 [gold]종말[/gold] 10당,
[gold]종말[/gold]을 추가로
5 부여합니다.",,DOOM,,A,0,2.82
CARD.NULL,Null+,True,A,ml-published,A,DEBUFF;WEAK;ORB_PRODUCER,약화,,,2,Attack,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,60,"피해를 13 줍니다.
[gold]약화[/gold]를 3 부여합니다.
[gold]암흑[/gold]을 1번 [gold]영창[/gold]합니다.",,,,A,0,3.01
CARD.NULL,Null,False,A,ml-published,B,DEBUFF;WEAK;ORB_PRODUCER,약화,,"피해를 13 줍니다.
[gold]약화[/gold]를 3 부여합니다.
[gold]암흑[/gold]을 1번 [gold]영창[/gold]합니다.",2,Attack,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,57,"피해를 10 줍니다.
[gold]약화[/gold]를 2 부여합니다.
[gold]암흑[/gold]을 1번 [gold]영창[/gold]합니다.",,,,A,0,2.99
CARD.OBLIVION,망각+,True,B,ml-published,S,DOOM_PRODUCER,,,,0,Skill,Rare,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,74,"이번 턴에 카드를 사용할
때마다, 대상 적에게
[gold]종말[/gold]을 4 부여합니다.",,DOOM,,B,-2,2.08
CARD.OBLIVION,망각,False,B,ml-published,A,DOOM_PRODUCER,,,"이번 턴에 카드를 사용할
때마다, 대상 적에게
[gold]종말[/gold]을 4 부여합니다.",0,Skill,Rare,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,71,"이번 턴에 카드를 사용할
때마다, 대상 적에게
[gold]종말[/gold]을 3 부여합니다.",,DOOM,,B,-2,2.05
CARD.OFFERING,제물+,True,S,ml-published,S,EXHAUST_TAG;ENERGY;DRAW,드로우;소모;에너지,,,0,Skill,Rare,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,80,"체력을 6 잃습니다.
[img]res://images/packed/sprite_fonts/ironclad_energy_icon.png[/img][img]res://images/packed/sprite_fonts/ironclad_energy_icon.png[/img]를 얻습니다.
카드를 5장 뽑습니다.
[gold]소멸[/gold].",Exhaust,EXHAUST|ENERGY,,S,0,3.97
CARD.OFFERING,제물,False,S,ml-published,S,EXHAUST_TAG;ENERGY;DRAW,드로우;소모;에너지,,"체력을 6 잃습니다.
[img]res://images/packed/sprite_fonts/ironclad_energy_icon.png[/img][img]res://images/packed/sprite_fonts/ironclad_energy_icon.png[/img]를 얻습니다.
카드를 5장 뽑습니다.
[gold]소멸[/gold].",0,Skill,Rare,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,77,"체력을 6 잃습니다.
[img]res://images/packed/sprite_fonts/ironclad_energy_icon.png[/img][img]res://images/packed/sprite_fonts/ironclad_energy_icon.png[/img]를 얻습니다.
카드를 3장 뽑습니다.
[gold]소멸[/gold].",Exhaust,EXHAUST|ENERGY,,S,0,3.97
CARD.OMNISLICE,만물 절단+,True,A,ml-published,B,AOE_OTHER;AOE_DAMAGE;DAMAGE,광역,,,0,Attack,Uncommon,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,58,"피해를 11 줍니다.
가한 피해량만큼 다른 모든 적에게 피해를 줍니다.",,AOE,,A,+1,2.97
CARD.OMNISLICE,만물 절단,False,A,ml-published,B,AOE_OTHER;AOE_DAMAGE;DAMAGE,광역,,"피해를 11 줍니다.
가한 피해량만큼 다른 모든 적에게 피해를 줍니다.",0,Attack,Uncommon,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,55,"피해를 8 줍니다.
가한 피해량만큼 다른 모든 적에게 피해를 줍니다.",,AOE,,A,+1,2.78
CARD.ONE_TWO_PUNCH,원투 펀치+,True,D,ml-published,A,,,,,1,Skill,Rare,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,60,"이번 턴에, 다음에
사용하는 공격 카드 2장이
1번 추가로 사용됩니다.",,,,D,-3,0.93
CARD.ONE_TWO_PUNCH,원투 펀치,False,D,ml-published,B,,,,"이번 턴에, 다음에
사용하는 공격 카드 2장이
1번 추가로 사용됩니다.",1,Skill,Rare,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,57,"이번 턴에, 다음에
사용하는 공격 카드가
1번 추가로 사용됩니다.",,,,D,-3,0.54
CARD.ORBIT,궤도+,True,B,ml-published,A,EXHAUST_TAG;ENERGY;ORB_PRODUCER;EXHAUST_CONSUMER,에너지,,,1,Power,Uncommon,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,68,"4[img]res://images/packed/sprite_fonts/regent_energy_icon.png[/img]를 소모할 때마다,
[img]res://images/packed/sprite_fonts/regent_energy_icon.png[/img]를 얻습니다.",,EXHAUST|ENERGY|ORB,,B,-1,2.08
CARD.ORBIT,궤도,False,B,ml-published,A,EXHAUST_TAG;ENERGY;ORB_PRODUCER;EXHAUST_CONSUMER,에너지;강화 가치+,1,,2,Power,Uncommon,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,63,"4[img]res://images/packed/sprite_fonts/regent_energy_icon.png[/img]를 소모할 때마다,
[img]res://images/packed/sprite_fonts/regent_energy_icon.png[/img]를 얻습니다.",,EXHAUST|ENERGY|ORB,,B,-1,2.06
CARD.OUTBREAK,발병+,True,D,ml-published,S,POISON;AOE_OTHER;AOE_DAMAGE;POISON_CONSUMER,독;광역,,,1,Power,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,84,"[gold]중독[/gold]을 3번 부여할 때마다, 모든 적에게
피해를 15 줍니다.",,POISON|AOE,,D,-4,0.32
CARD.OUTBREAK,발병,False,D,ml-published,S,POISON;AOE_OTHER;AOE_DAMAGE;POISON_CONSUMER,독;광역,,"[gold]중독[/gold]을 3번 부여할 때마다, 모든 적에게
피해를 15 줍니다.",1,Power,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,81,"[gold]중독[/gold]을 3번 부여할 때마다, 모든 적에게
피해를 11 줍니다.",,POISON|AOE,,D,-4,0.29
CARD.OUTMANEUVER,압도+,True,B,ml-published,B,ENERGY,에너지,,,1,Skill,Event,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,59,"다음 턴에,
[img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img][img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img][img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img]를 얻습니다.",,ENERGY,,B,0,2.04
CARD.OUTMANEUVER,압도,False,B,ml-published,B,ENERGY,에너지,,"다음 턴에,
[img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img][img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img][img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img]를 얻습니다.",1,Skill,Event,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,56,"다음 턴에,
[img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img][img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img]를 얻습니다.",,ENERGY,,B,0,2.03
CARD.OVERCLOCK,오버클럭+,True,S,ml-published,B,DRAW,드로우,,,0,Skill,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,55,"카드를 3장 뽑습니다.
[gold]버린 카드 더미[/gold]에
[gold]화상[/gold]을 1장 추가합니다.",,,,S,+2,3.79
CARD.OVERCLOCK,오버클럭,False,S,ml-published,B,DRAW,드로우,,"카드를 3장 뽑습니다.
[gold]버린 카드 더미[/gold]에
[gold]화상[/gold]을 1장 추가합니다.",0,Skill,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,52,"카드를 2장 뽑습니다.
[gold]버린 카드 더미[/gold]에
[gold]화상[/gold]을 1장 추가합니다.",,,,S,+2,3.79
CARD.PACTS_END,조약의 끝+,True,S,ml-published,S,EXHAUST_TAG;AOE_OTHER;AOE_DAMAGE;EXHAUST_CONSUMER,소모;광역,,,0,Attack,Rare,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,77,"[gold]소멸된 카드 더미[/gold]에
카드가 3장 이상 있을 때만
사용할 수 있습니다.
모든 적에게
피해를 23 줍니다.",,EXHAUST|AOE,,S,0,3.77
CARD.PACTS_END,조약의 끝,False,S,ml-published,S,EXHAUST_TAG;AOE_OTHER;AOE_DAMAGE;EXHAUST_CONSUMER,소모;광역,,"[gold]소멸된 카드 더미[/gold]에
카드가 3장 이상 있을 때만
사용할 수 있습니다.
모든 적에게
피해를 23 줍니다.",0,Attack,Rare,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,74,"[gold]소멸된 카드 더미[/gold]에
카드가 3장 이상 있을 때만
사용할 수 있습니다.
모든 적에게
피해를 17 줍니다.",,EXHAUST|AOE,,S,0,3.84
CARD.PAGESTORM,서류 폭풍+,True,S,ml-published,B,DRAW;VOLATILE_CONSUMER;DRAW_ON_DRAW,드로우,,,0,Power,Uncommon,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,59,"[gold]휘발성[/gold] 카드를
뽑을 때마다,
카드를 1장 뽑습니다.",,,,S,+2,3.85
CARD.PAGESTORM,서류 폭풍,False,S,ml-published,B,DRAW;VOLATILE_CONSUMER;DRAW_ON_DRAW,드로우;강화 가치++,0,,1,Power,Uncommon,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,56,"[gold]휘발성[/gold] 카드를
뽑을 때마다,
카드를 1장 뽑습니다.",,,,S,+2,3.62
